"";"Harry Potter i Czara Ognia";"Harry Potter i Insygnia Smierci";"Harry Potter i Kamien Filozoficzny";"Harry Potter i Komnata Tajemnic";"Harry Potter i Ksiaze Polkrwi";"Harry Potter i Przeklete Dziecko";"Harry Potter i Wiezien Azkabanu";"Harry Potter i Zakon Feniksa";"Opowiesci z Narni. Kon i jego chlopiec";"Opowiesci z Narni. Ksiaze Kaspian";"Opowiesci z Narni. Lew, czarownica i stara szafa";"Opowiesci z Narni. Ostatnia bitwa";"Opowiesci z Narni. Podroz Wedrowca do Switu";"Opowiesci z Narni. Siostrzeniec Czarodzieja";"Opowiesci z Narni. Srebrne krzeslo";"Zmierzch.Ksiezyc w Nowiu";"Zmierzch.Przed Switem";"Zmierzch.Zacmienie";"Zmierzch.Zmierzch"
"transmutowaæ";0,00114848921974667;0;0;0;0;0,00487310954755227;0;0;0;0;0;0;0;0;0;0;0;0;0
"trelawney";0,000794882430496317;0;0;0;0,00249769723715954;0;0,00449136366322395;0,00255736918480499;0;0;0;0;0;0;0;0;0;0;0
"trening";0;0;0;0,00469353686913813;0,0072176166965413;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"treœæ";0,00114848921974667;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"trio";0;0,0024076556808329;0,00986212807725785;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"trocha";0,00114848921974667;0;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"trójka";0,00203758499488823;0;0;0;0,00160063621265109;0,0010806996184441;0,00143913345792805;0;0;0,00158304680372086;0;0;0,00328897851914608;0;0;0;0;0;0,0056939628118023
"trójmagiczny";0,00459395687898668;0;0;0;0;0,0073096643213284;0;0;0;0;0;0;0;0;0;0;0;0;0
"trudny";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00775161697719233;0;0;0
"trwaæ";0,000794882430496317;0,00166636583650377;0;0;0;0;0;0;0;0,00247025001477317;0,00216563344262388;0;0;0;0;0;0;0;0
"trzeci";0,00204313941148114;0,00142772380915954;0,0097469606202238;0,00278323615398298;0;0,00288972155822389;0;0;0;0;0;0;0;0;0;0;0;0;0
"trzy";0,00176510256498386;0,00277522797652391;0,00252616905555382;0;0,00138658612604843;0;0,00623340416305487;0;0;0,00137134891587207;0,00120224230582234;0;0,00569829914814423;0;0;0;0;0;0
"trzydziesty";0,00344546765924001;0;0,00328737602575262;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"trzymaæ";0,00158976486099263;0;0,00227523027676476;0;0;0;0;0;0;0,00247025001477317;0;0;0;0;0;0;0;0;0,00888508898594303
"turniej";0,0114848921974667;0;0;0;0;0,0073096643213284;0;0;0;0;0;0;0;0;0;0;0;0;0
"twarz";0,000681046470493714;0,00142772380915954;0,00779756849617904;0;0;0;0;0;0;0;0,00556647230796596;0;0,00439725894647539;0;0;0;0;0;0
"twierdziæ";0,00235214287513781;0;0;0,00240312863110178;0,00369547780604984;0,00124753564345269;0;0,00567564850758508;0;0;0;0;0;0;0;0;0;0,00732583706045123;0
"tworzyæ";0,00229697843949334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00818117761572692;0;0
"tydzieñ";0,000794882430496317;0,00166636583650377;0;0;0;0;0,00224568183161197;0,00255736918480499;0;0;0;0;0;0;0;0;0;0;0
"ty³";0;0;0,00328737602575262;0,00938707373827626;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"tymczasem";0;0;0;0,00974535049180745;0;0,00843183613444706;0;0;0;0,00247025001477317;0;0;0;0;0;0,0107299642646472;0;0;0
"ucho";0,000941642508034805;0,00197402891973494;0;0;0;0;0;0,00302953926362051;0;0;0;0;0;0;0;0;0;0;0
"uchodziæ";0;0;0;0,00469353686913813;0;0;0;0;0;0,00356915111367427;0;0;0;0;0;0;0;0;0
"uciec";0;0,00213576366402666;0,00291613884895948;0;0;0;0,00287826691585611;0,00163887666824344;0,0411592168967423;0;0;0;0;0;0,0115245807310879;0;0,00362864632590927;0;0
"ucieczka";0,000588035718784452;0,00493095630162321;0,00168316296834254;0;0;0;0;0;0,0237566430388918;0,00365486815982951;0;0;0,00379672377333888;0;0;0;0;0;0
"uciekaæ";0;0,00233801599646045;0,000798072768022559;0,00113944493469117;0,000876106549784765;0,00059151980105498;0,00157541637323934;0,00179407484597563;0,0225284541373225;0,00259943701584491;0,00303851982584311;0;0;0;0;0;0;0,00347355019738453;0
"uczeñ";0,00411625003149116;0;0,00504948890502762;0;0;0,00499014257381074;0,00332260741802683;0,00189188283586169;0;0,00182743407991476;0;0;0;0;0;0;0;0;0
"uczestniczy";0,000941642508034805;0;0;0;0,00295885001413603;0;0;0;0;0;0;0;0;0,0385936958365569;0;0;0;0;0
"uczêszczaæ";0;0;0;0;0;0;0,00324468283061297;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"uczta";0,00272418588197486;0;0,00389878424808952;0,00278323615398298;0;0;0,00192407534321301;0;0;0,00211648287753431;0;0;0;0;0;0;0;0;0
"uczucie";0,00158976486099263;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00566228592806949;0,00990276437640346;0,0177701779718861
"uczyæ";0;0;0,00336632593668508;0,00240312863110178;0,00184773890302492;0;0,00166130370901342;0,00189188283586169;0;0;0;0;0;0;0;0;0;0,00732583706045123;0
"uczyniæ";0;0;0;0;0;0;0;0;0;0;0,00256547689086939;0;0,0121596575923399;0;0;0;0,00670772043506909;0;0
"udaæ";0,000882551282491928;0,000925075992174637;0,00126308452777691;0,0018033634587335;0;0,00280853904000807;0,00124668083261097;0;0;0;0;0;0,00284914957407211;0;0;0;0;0,00549747803279113;0
"udawaæ";0,00491159521865041;0,00205930189449123;0;0,00133814944878067;0,00720221769988173;0,00486271262557657;0,00277522303263603;0,00105346919062141;0;0,00203516355726642;0;0;0;0;0;0,00663006743596341;0,00699747671453065;0;0
"uderzaæ";0,000941642508034805;0;0;0;0;0;0,00266030470801441;0;0;0,00292633517881586;0;0;0;0;0;0;0;0;0
"uderzenie";0;0;0;0;0;0;0,00324468283061297;0;0;0;0,00312902457942542;0;0;0;0;0;0;0;0
"uderzyæ";0;0;0;0;0,00295885001413603;0;0,00266030470801441;0;0;0;0,00256547689086939;0;0;0;0;0;0;0;0
"ufaæ";0;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0,0259834201075487;0;0;0;0
"ujawniaæ";0,000941642508034805;0;0;0;0;0,00199772319033941;0;0;0;0;0;0;0;0;0;0,0127110501800593;0;0;0
"ujawniæ";0,000941642508034805;0;0;0;0;0,00199772319033941;0;0;0;0;0;0;0;0;0;0,00635552509002966;0;0;0
"ujawnienie";0;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0,00775161697719233;0;0;0
"ujrzeæ";0;0;0,00328737602575262;0;0;0;0;0;0;0;0;0;0,00741535961973421;0;0;0;0;0;0
"ukaraæ";0,00229697843949334;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00818117761572692;0;0
"ukazaæ";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00818117761572692;0;0
"ukazowaæ";0,000794882430496317;0;0;0,00324845016393582;0;0;0,00224568183161197;0,00255736918480499;0;0;0;0;0;0;0;0;0;0;0
"ukochany";0;0;0;0;0;0;0;0,00302953926362051;0;0;0;0;0;0;0;0,038133150540178;0;0,0351933702121907;0
"ukoñczyæ";0,00114848921974667;0;0;0;0;0;0;0;0;0;0,00312902457942542;0;0;0;0;0;0;0;0
"ukraœæ";0,000941642508034805;0;0,00808592615199118;0;0;0,00199772319033941;0;0;0;0;0;0;0;0;0;0;0;0;0
"ukrycie";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0128376581559035
"ukryæ";0,000794882430496317;0,00166636583650377;0,00227523027676476;0;0;0;0;0,00255736918480499;0;0;0;0;0;0;0;0;0;0;0
"ukrywaæ";0;0,00285544761831909;0,00389878424808952;0;0;0;0,00192407534321301;0;0;0;0,00185549076932199;0;0;0;0;0;0;0;0,00761264592314713
"ulica";0;0;0,00269530871733039;0,00769643067260818;0;0;0,00266030470801441;0;0;0;0;0;0;0;0;0;0;0;0
"umar³y";0;0,0024076556808329;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"umawiaæ";0,00229697843949334;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"umbridge";0;0,00789611567893975;0;0;0;0,00399544638067881;0;0,0727089423268923;0;0;0;0;0;0;0;0;0;0;0
"umiejêtnoœæ";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00775161697719233;0,00818117761572692;0;0
"umieraæ";0;0,00142772380915954;0;0;0,00213999935395136;0;0;0;0;0;0,00185549076932199;0;0;0;0,0154079953484498;0;0,00485138392583431;0;0
"umieraj¹cy";0,00114848921974667;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"umieœciæ";0,000941642508034805;0;0,00269530871733039;0,00384821533630409;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"umrzeæ";0;0;0;0,00384821533630409;0;0,00199772319033941;0;0;0;0;0;0;0;0;0;0,00635552509002966;0;0;0
"umys³";0;0,00481531136166581;0;0;0;0;0;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"unieszkodliwiæ";0,000941642508034805;0;0;0;0;0;0,00266030470801441;0;0;0;0;0;0;0;0;0;0,00670772043506909;0;0
"unikn¹æ";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0,00741535961973421;0;0;0;0;0;0
"unosiæ";0,00344546765924001;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"upadaæ";0;0;0;0;0;0;0,00324468283061297;0;0;0,00356915111367427;0;0;0;0;0;0;0;0;0
"upiór";0,00114848921974667;0;0;0;0;0;0,00648936566122595;0;0;0;0;0;0;0;0;0;0;0;0
"upokorzyæ";0;0;0;0;0;0,00243655477377613;0;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"uprzedzaæ";0;0;0,00328737602575262;0;0;0;0;0;0;0,00356915111367427;0;0;0;0;0;0;0;0;0
"uratowaæ";0;0;0;0;0,00184773890302492;0,00374260693035805;0,00332260741802683;0,00189188283586169;0;0;0,0032041715081357;0;0;0;0;0,0158755609806437;0;0;0
"uroczysty";0,000941642508034805;0;0,00269530871733039;0;0;0;0;0;0;0;0,00256547689086939;0;0;0;0;0;0;0;0
"urodziæ";0;0;0;0;0;0;0;0;0;0,00356915111367427;0;0;0;0;0;0;0,00818117761572692;0;0
"urodziny";0;0,00285544761831909;0,00584817637213428;0,00278323615398298;0,00213999935395136;0;0;0;0;0;0;0;0;0;0;0,00459665732352321;0;0;0
"urodzony";0;0;0;0,00469353686913813;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"urok";0,00158976486099263;0;0;0;0;0;0;0;0;0;0;0;0,0102645091938063;0;0,0179834201075487;0;0,00566228592806949;0;0
"usi³owaæ";0;0;0;0;0;0;0,00266030470801441;0,00302953926362051;0;0;0;0;0;0;0;0,00635552509002966;0;0;0
"us³yszeæ";0,000794882430496317;0;0,00227523027676476;0;0;0,00337273445377882;0;0;0;0;0;0;0,0102645091938063;0;0;0;0;0;0
"usun¹æ";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00818117761572692;0;0
"uœwiadomiæ";0;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0,00775161697719233;0;0;0
"utrzymywaæ";0,00114848921974667;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"uwaga";0;0;0,00227523027676476;0;0;0,00337273445377882;0;0;0;0;0;0;0;0;0;0;0;0,00990276437640346;0,0177701779718861
"uwalniaæ";0,00204313941148114;0,00285544761831909;0;0,00278323615398298;0;0;0,00384815068642602;0;0;0,00211648287753431;0;0;0;0;0;0;0;0;0
"uwa¿aæ";0,00294017859392226;0;0;0;0;0,00374260693035805;0,00332260741802683;0;0;0,00365486815982951;0;0;0,00379672377333888;0;0;0;0,00837765749482332;0;0
"uwierzyæ";0,00158976486099263;0,00166636583650377;0;0;0;0;0;0;0;0,00247025001477317;0;0;0;0;0;0,00536498213232359;0;0;0
"uwiêziony";0,00114848921974667;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"uwolniæ";0,000681046470493714;0,00142772380915954;0,00194939212404476;0;0;0,00144486077911195;0;0;0;0;0;0;0;0;0,0154079953484498;0;0;0;0
"u¿ycie";0,00317952972198527;0;0,00227523027676476;0;0;0,00168636722688941;0;0,00255736918480499;0;0;0;0;0;0;0;0;0;0;0
"u¿yæ";0,00229697843949334;0;0;0,00469353686913813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"u¿ywaæ";0,00238464729148895;0,00333273167300754;0;0,00324845016393582;0;0,00168636722688941;0;0;0;0;0;0;0;0;0;0;0;0;0
"vernon";0,000681046470493714;0,00285544761831909;0,0097469606202238;0,00278323615398298;0;0;0;0,00219112561838023;0;0;0;0;0;0;0;0;0;0;0
"vernonem";0,000941642508034805;0;0,00269530871733039;0;0;0;0,00266030470801441;0;0;0;0;0;0;0;0;0;0;0;0
"victoria";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,019066575270089;0;0,0234622468081271;0,0105255534099701
"voldemort";0,00397148077121367;0,00832568392957173;0,00378925358333073;0,0018033634587335;0,00831951675629057;0,00374471872001076;0,00124668083261097;0,00851827654227703;0;0;0;0;0;0;0;0;0;0;0
"voldemorta";0,00458456623849853;0,0138824638161733;0,00291613884895948;0;0,00640254485060436;0,0118876958028851;0,00143913345792805;0,00327775333648687;0;0;0;0;0;0;0;0;0;0;0
"voldemortowi";0;0,00197402891973494;0;0;0,00295885001413603;0;0,00266030470801441;0;0;0;0;0;0;0;0;0;0;0;0
"volturi";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,046509701863154;0,0818117761572692;0;0
"wagon";0;0;0;0;0,0072176166965413;0;0;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"wahaæ";0;0;0,00328737602575262;0;0;0;0;0;0;0;0,00312902457942542;0;0;0;0;0;0;0;0
"wakacje";0,00158976486099263;0;0;0;0,00249769723715954;0;0,00224568183161197;0;0;0,00247025001477317;0;0;0;0;0;0;0;0;0
"walc";0;0,0024076556808329;0;0;0;0;0;0;0;0,00356915111367427;0;0;0;0;0;0;0;0;0
"walczyæ";0;0;0;0;0;0;0,00384815068642602;0,00219112561838023;0;0,00423296575506862;0,00185549076932199;0;0;0;0;0;0;0,0169691578727421;0
"walka";0;0,00739643445243482;0;0;0;0;0,00166130370901342;0;0;0,00913717039957379;0,00160208575406785;0;0;0;0;0;0,00837765749482332;0,00732583706045123;0
"wampir";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0643797855878831;0,0452982874245559;0,0198055287528069;0,0533105339156582
"wart";0,00114848921974667;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"warunki";0;0;0;0;0;0,00243655477377613;0;0;0;0,00356915111367427;0;0;0;0;0;0;0;0;0
"wa¿ny";0,00188328501606961;0,00197402891973494;0;0;0;0,00199772319033941;0;0;0;0;0;0;0;0;0;0;0;0;0
"w¹tpliwoœæ";0;0,0024076556808329;0;0;0;0;0;0;0;0;0,00312902457942542;0;0;0;0;0;0;0;0
"w¹¿";0,000941642508034805;0,00197402891973494;0,00269530871733039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wbiegaæ";0,000941642508034805;0;0,00269530871733039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0105255534099701
"wbrew";0;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0,0143080507200158;0
"wchodziæ";0,00254698124361029;0;0,00145806942447974;0;0,00160063621265109;0,00432279847377639;0,00287826691585611;0,00163887666824344;0;0,00316609360744172;0;0;0;0;0;0;0;0;0
"wci¹¿";0,00470821254017403;0;0;0;0;0;0;0;0;0;0;0;0,00607982879616993;0;0;0;0;0,0117311234040636;0
"wczesny";0,00229697843949334;0;0;0;0;0,00243655477377613;0;0;0;0;0;0;0;0;0;0;0;0;0
"wczeœnie";0,000588035718784452;0;0,00168316296834254;0,00240312863110178;0;0,00124753564345269;0,00498391112704025;0;0;0,00182743407991476;0;0;0;0;0;0;0;0;0
"wdawaæ";0,00114848921974667;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"wdziêczny";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0,00741535961973421;0;0;0;0;0;0
"weasley";0,0048540320537056;0,00370030396869855;0,00126308452777691;0,0018033634587335;0,00277317225209686;0,00093617968000269;0,00124668083261097;0,00283942551409234;0;0;0;0;0;0;0;0;0;0;0
"weasleya";0,000794882430496317;0;0,00227523027676476;0;0;0;0,00224568183161197;0,00511473836960998;0;0;0;0;0;0;0;0;0;0;0
"weasleyami";0;0;0;0,00469353686913813;0;0;0;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"weasleyowie";0,00238464729148895;0;0;0,00324845016393582;0,00249769723715954;0;0;0,0127868459240249;0;0;0;0;0;0;0;0;0;0;0
"weasleyów";0,000681046470493714;0,00142772380915954;0;0,00278323615398298;0;0;0,00577222602963903;0,00219112561838023;0;0;0;0;0;0;0;0;0;0;0
"wed³ug";0;0;0;0,00649690032787163;0;0;0;0;0;0,00247025001477317;0,00216563344262388;0;0;0;0;0;0;0;0,00888508898594303
"wedrzeæ";0,00114848921974667;0;0;0;0;0;0;0,00369502561256381;0;0;0;0;0;0;0;0;0;0;0
"wegetarianin";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00775161697719233;0;0;0,0128376581559035
"wejœcie";0,000681046470493714;0,00285544761831909;0;0,00278323615398298;0;0;0;0;0;0,00211648287753431;0,00185549076932199;0;0;0;0;0;0;0;0
"wejœciowy";0,00114848921974667;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"wejœæ";0;0;0,00657475205150523;0;0;0,00487310954755227;0;0;0;0;0;0;0;0;0;0;0;0;0
"wertowaæ";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0,00741535961973421;0;0;0;0;0;0
"wesele";0;0,00963062272333161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00818117761572692;0;0
"wesprzeæ";0;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0,00775161697719233;0;0;0
"wezwaæ";0;0;0;0;0;0;0;0,00189188283586169;0;0,00548230223974427;0,00160208575406785;0,0281858476732615;0,00379672377333888;0;0,0133037201017794;0;0;0;0
"wêdrowca";0;0;0;0;0;0;0;0;0;0;0;0;0,0148307192394684;0;0,0259834201075487;0;0;0;0
"wê¿y";0,00158976486099263;0;0,00227523027676476;0,00649690032787163;0;0;0;0;0;0;0;0;0,00513225459690316;0;0;0;0;0;0
"wiadomoœci";0;0,00197402891973494;0;0;0;0,00199772319033941;0,00266030470801441;0;0;0;0;0;0;0;0;0;0;0;0
"wiadomoœæ";0,00344546765924001;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wi¹zaæ";0,00114848921974667;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"widaæ";0,000794882430496317;0;0;0;0;0,00337273445377882;0,00224568183161197;0;0;0;0;0;0,00513225459690316;0;0;0;0;0;0
"widnieæ";0,00114848921974667;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"widocznie";0;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0128376581559035
"widok";0,000794882430496317;0;0;0;0;0,00337273445377882;0;0;0;0;0;0;0;0;0;0;0,00566228592806949;0;0,00888508898594303
"widzieæ";0,00135516781015469;0,00202923571275943;0,00166241233391445;0,00158233466850432;0,0024332790902333;0,00164287410443359;0,00109388170889609;0,00373711805667231;0;0,00300817469946425;0,00158233466850432;0;0,00374991640618146;0;0;0,00391996034822788;0,00137906245668134;0;0
"wieczor";0,00470821254017403;0;0;0;0,00591770002827206;0;0,00532060941602883;0;0;0;0;0;0;0;0;0;0;0;0
"wieczór";0,000941642508034805;0;0;0;0;0;0,00266030470801441;0;0;0;0;0;0;0;0;0;0,00670772043506909;0;0
"wiedza";0;0;0,00539061743466079;0;0;0,00199772319033941;0;0;0;0,00292633517881586;0;0;0;0;0;0;0;0;0
"wiedzieæ";0,000509396248722059;0,00106788183201333;0,00437420827343921;0,00208175229969072;0,00160063621265109;0;0;0,00163887666824344;0;0;0;0;0;0;0,0230491614621757;0;0;0;0
"wiek";0,00229697843949334;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wiele";0,000654879362486721;0,00137286792966082;0,000937246375056906;0,00133814944878067;0;0,00208401969667567;0;0;0;0,00508790889316606;0,00178419926504089;0;0,00211415392364434;0;0,00740799534844978;0;0,00233249223817688;0;0
"wielki";0,00195172251189675;0,00233801599646045;0,000798072768022559;0;0;0,00059151980105498;0,00236312455985901;0,00179407484597563;0;0,00433239502640818;0,00531740969522545;0;0,0018002189379139;0;0;0;0,00198613575517957;0,00347355019738453;0
"wielosokowy";0,00238464729148895;0,00333273167300754;0;0,00974535049180745;0;0,00337273445377882;0;0;0;0;0;0;0;0;0;0;0;0;0
"wierny";0,00188328501606961;0;0;0;0;0;0;0;0;0,00292633517881586;0,00256547689086939;0;0;0;0;0;0;0;0
"wierzba";0;0;0;0,00469353686913813;0;0;0,0129787313224519;0;0;0;0;0;0;0;0;0;0;0;0
"wierzyæ";0;0,00213576366402666;0,00291613884895948;0;0;0,00216139923688819;0,00287826691585611;0,00491663000473031;0;0,00633218721488344;0,00693917433230241;0;0;0;0;0;0;0;0
"wieœæ";0,00114848921974667;0;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wie¿a";0,00136209294098743;0,00142772380915954;0,00194939212404476;0;0,00213999935395136;0;0;0;0;0,00211648287753431;0;0;0;0;0;0;0;0;0
"wiêzieñ";0;0;0;0;0;0;0,00266030470801441;0;0;0;0,00513095378173878;0;0;0;0,0213037201017794;0;0;0;0
"wigilia";0;0,0024076556808329;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wiktor";0,00459395687898668;0,0024076556808329;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wilk";0;0;0;0;0;0;0;0;0;0;0,012827384454347;0;0;0;0;0,00635552509002966;0;0,0117311234040636;0
"wilko³ak";0;0;0;0;0;0;0,00384815068642602;0;0;0,00634944863260293;0;0;0;0;0;0,0183866292940928;0,0145541517775029;0,0169691578727421;0
"wina";0,000794882430496317;0;0;0,00324845016393582;0;0;0;0,00255736918480499;0;0;0,00216563344262388;0;0;0;0;0;0;0;0
"witaæ";0,00188328501606961;0;0;0;0;0,00199772319033941;0,00266030470801441;0;0;0;0;0;0;0;0;0;0;0;0
"wizja";0,000794882430496317;0,00333273167300754;0;0;0;0;0;0,00255736918480499;0;0;0;0;0;0;0;0,0321898927939416;0;0;0
"wizyta";0,0011760714375689;0;0;0;0,00369547780604984;0;0,00332260741802683;0;0;0;0;0;0;0,0241009422133685;0;0,00396889024516093;0;0,0146516741209025;0
"wkrótce";0,00136209294098743;0;0;0;0;0,00144486077911195;0;0;0;0,00211648287753431;0;0;0;0;0;0,0137899719705696;0,00970276785166863;0;0
"wlewaæ";0,00114848921974667;0;0;0;0,00360880834827065;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"w³adca";0;0;0;0;0;0;0;0;0,0380423573246061;0,0175580110728951;0,012827384454347;0;0;0;0;0;0;0;0
"w³adza";0;0;0;0;0;0;0;0;0;0,00292633517881586;0,00513095378173878;0;0;0,0385936958365569;0;0;0;0;0
"w³amaæ";0,00229697843949334;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"w³asny";0,00152818874616618;0,00106788183201333;0,00145806942447974;0,00208175229969072;0;0,00216139923688819;0;0;0;0;0;0;0;0;0;0;0,00362864632590927;0,0063461347638149;0
"w³aœciwy";0,000941642508034805;0;0,00269530871733039;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,0117311234040636;0
"wniosek";0;0;0;0;0;0,00199772319033941;0,00266030470801441;0;0;0,00585267035763171;0;0;0;0;0;0;0;0;0
"wobec";0;0;0;0,00208175229969072;0;0,0010806996184441;0,00143913345792805;0,00327775333648687;0;0;0,00138783486646048;0;0;0;0;0;0,00362864632590927;0;0,0056939628118023
"woda";0,00204313941148114;0;0;0;0;0;0,00192407534321301;0;0;0,00423296575506862;0,00371098153864397;0;0,021986294732377;0;0;0;0;0;0
"wojenny";0;0;0;0;0;0;0;0;0,0380423573246061;0,00292633517881586;0,00256547689086939;0;0;0;0;0;0;0;0
"wokó³";0,00470821254017403;0;0;0;0;0,00199772319033941;0,00266030470801441;0;0;0;0;0;0;0;0;0;0;0;0
"wolno";0,000941642508034805;0;0;0,00384821533630409;0;0;0;0;0;0;0;0;0,00607982879616993;0;0;0;0;0;0
"wolnoœæ";0,00114848921974667;0;0;0;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"wolny";0;0;0,00539061743466079;0,00384821533630409;0;0;0;0,00302953926362051;0;0;0;0;0;0;0;0;0;0;0
"wood";0;0;0;0,00469353686913813;0;0;0,00324468283061297;0;0;0;0;0;0;0;0;0;0;0;0
"wówczas";0;0;0;0;0;0;0;0;0;0,00356915111367427;0,00312902457942542;0;0;0;0;0;0;0;0
"wpadaæ";0,00235214287513781;0,0012327390754058;0;0,00240312863110178;0;0;0;0,00378376567172339;0;0,00182743407991476;0,00160208575406785;0;0;0;0;0;0;0;0
"wpaœæ";0;0;0,00269530871733039;0,00384821533630409;0;0;0,00266030470801441;0;0;0;0;0;0;0;0;0;0;0;0
"wp³yw";0;0;0;0;0;0;0;0;0;0;0;0;0,00741535961973421;0;0;0,00775161697719233;0;0;0
"wprost";0,00114848921974667;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,00818117761572692;0;0
"wprowadziæ";0,00114848921974667;0;0;0,00469353686913813;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"wracaæ";0,00257871822487508;0;0,000671017219354685;0,000958041925899464;0,00294651116765524;0,00198939238626385;0,00132460542002483;0,00226267922430863;0;0,00145706596202732;0,00255477846906524;0,0112366951308886;0;0;0,00530372010177943;0,00158225540029219;0;0;0
"wraz";0,00250935751529583;0,00116900799823023;0;0,00227888986938234;0,000876106549784765;0,00177455940316494;0,000787708186619669;0;0;0;0,00531740969522545;0;0,0072008757516556;0;0,00630796715845031;0,00188185177758064;0;0;0,00311658456445173
"wreszcie";0,00470821254017403;0;0;0;0;0;0;0;0;0,0117053407152634;0,00256547689086939;0;0;0;0;0;0;0;0
"wrêczyæ";0,000941642508034805;0;0;0;0,00295885001413603;0;0;0;0;0;0;0;0,0121596575923399;0;0;0;0;0;0
"wrogi";0;0;0;0;0;0,00199772319033941;0;0;0;0;0;0;0;0;0;0;0,00670772043506909;0;0,0105255534099701
"wróciæ";0,000836452505098608;0,00116900799823023;0,00399036384011279;0,00113944493469117;0,000876106549784765;0,00118303960210996;0;0,000897037422987814;0;0,00346591602112654;0,00227888986938234;0;0,0018002189379139;0;0,00630796715845031;0;0;0;0
"wróg";0;0,00142772380915954;0;0,00278323615398298;0;0;0;0;0;0,00211648287753431;0,00185549076932199;0;0;0;0;0,00459665732352321;0;0;0
